ID	Name	AttributeOne	AttributeTwo	AttributeThree
15098	²Ê¡¤´ó»¯¡¤¸¯ÐÄ¡¤´©Ê¯(·¡)	atDecriticalDamagePowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
15099	²Ê¡¤´ó»¯¡¤¸¯ÐÄ¡¤´©Ê¯(Èþ)	atDecriticalDamagePowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
15100	²Ê¡¤´ó»¯¡¤¸¯ÐÄ¡¤´©Ê¯(ËÁ)	atDecriticalDamagePowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
15101	²Ê¡¤´ó»¯¡¤¸¯ÐÄ¡¤´©Ê¯(Îé)	atDecriticalDamagePowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
15102	²Ê¡¤´ó»¯¡¤¸¯ÐÄ¡¤´©Ê¯(Â½)	atDecriticalDamagePowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
15103	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤¼¤Á÷(Ò¼)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicAttackPowerBase
15104	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤¼¤Á÷(·¡)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicAttackPowerBase
15105	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤¼¤Á÷(Èþ)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicAttackPowerBase
15106	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤¼¤Á÷(ËÁ)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicAttackPowerBase
15107	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤¼¤Á÷(Îé)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicAttackPowerBase
15108	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤¼¤Á÷(Â½)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicAttackPowerBase
15109	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤ÔÂ»ª(Ò¼)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
15110	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤ÔÂ»ª(·¡)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
15111	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤ÔÂ»ª(Èþ)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
15112	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤ÔÂ»ª(ËÁ)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
15113	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤ÔÂ»ª(Îé)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
15114	²Ê¡¤´ó»¯¡¤ÃðÆø¡¤ÔÂ»ª(Â½)	atDecriticalDamagePowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
15115	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÁÒÑô(Ò¼)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
15116	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÁÒÑô(·¡)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
15117	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÁÒÑô(Èþ)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
15118	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÁÒÑô(ËÁ)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
15119	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÁÒÑô(Îé)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
15120	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÁÒÑô(Â½)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
15121	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÈÕÑ×(Ò¼)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15122	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÈÕÑ×(·¡)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15123	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÈÕÑ×(Èþ)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15124	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÈÕÑ×(ËÁ)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15125	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÈÕÑ×(Îé)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15126	²Ê¡¤´ó»¯¡¤Ô¡»ð¡¤ÈÕÑ×(Â½)	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
15127	²Ê¡¤´ó»¯¡¤Åùö¨¡¤À×Ãù(Ò¼)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
15128	²Ê¡¤´ó»¯¡¤Åùö¨¡¤À×Ãù(·¡)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
15129	²Ê¡¤´ó»¯¡¤Åùö¨¡¤À×Ãù(Èþ)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
15130	²Ê¡¤´ó»¯¡¤Åùö¨¡¤À×Ãù(ËÁ)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
15131	²Ê¡¤´ó»¯¡¤Åùö¨¡¤À×Ãù(Îé)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
15132	²Ê¡¤´ó»¯¡¤Åùö¨¡¤À×Ãù(Â½)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
15133	²Ê¡¤´ó»¯¡¤Åùö¨¡¤»ìãç(Ò¼)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
15134	²Ê¡¤´ó»¯¡¤Åùö¨¡¤»ìãç(·¡)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
15135	²Ê¡¤´ó»¯¡¤Åùö¨¡¤»ìãç(Èþ)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
15136	²Ê¡¤´ó»¯¡¤Åùö¨¡¤»ìãç(ËÁ)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
15137	²Ê¡¤´ó»¯¡¤Åùö¨¡¤»ìãç(Îé)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
15138	²Ê¡¤´ó»¯¡¤Åùö¨¡¤»ìãç(Â½)	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
15139	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤ËªÀä(Ò¼)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
15140	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤ËªÀä(·¡)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
15141	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤ËªÀä(Èþ)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
15142	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤ËªÀä(ËÁ)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
15143	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤ËªÀä(Îé)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
15144	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤ËªÀä(Â½)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
15145	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤¶³Ëè(Ò¼)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15146	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤¶³Ëè(·¡)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15147	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤¶³Ëè(Èþ)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15148	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤¶³Ëè(ËÁ)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15149	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤¶³Ëè(Îé)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15150	²Ê¡¤´ó»¯¡¤±­Ñ©¡¤¶³Ëè(Â½)	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase	atLunarOvercomeBase
15151	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤º×¶¥(Ò¼)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15152	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤º×¶¥(·¡)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15153	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤º×¶¥(Èþ)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15154	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤º×¶¥(ËÁ)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15155	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤º×¶¥(Îé)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15156	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤º×¶¥(Â½)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
15157	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤¸¯ÐÄ(Ò¼)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
15158	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤¸¯ÐÄ(·¡)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
15159	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤¸¯ÐÄ(Èþ)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
15160	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤¸¯ÐÄ(ËÁ)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
15161	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤¸¯ÐÄ(Îé)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
15162	²Ê¡¤´ó»¯¡¤´©Ê¯¡¤¸¯ÐÄ(Â½)	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
15163	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤¼¤Á÷(Ò¼)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
15164	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤¼¤Á÷(·¡)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
15165	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤¼¤Á÷(Èþ)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
15166	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤¼¤Á÷(ËÁ)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
15167	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤¼¤Á÷(Îé)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
15168	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤¼¤Á÷(Â½)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
15169	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤ÃðÆø(Ò¼)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
15170	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤ÃðÆø(·¡)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
15171	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤ÃðÆø(Èþ)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
15172	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤ÃðÆø(ËÁ)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
15173	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤ÃðÆø(Îé)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
15174	²Ê¡¤´ó»¯¡¤ÔÂ»ª¡¤ÃðÆø(Â½)	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
15175	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Ô¡»ð(Ò¼)	atSpiritBase	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15176	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Ô¡»ð(·¡)	atSpiritBase	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15177	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Ô¡»ð(Èþ)	atSpiritBase	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15178	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Ô¡»ð(ËÁ)	atSpiritBase	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15179	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Ô¡»ð(Îé)	atSpiritBase	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15180	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Ô¡»ð(Â½)	atSpiritBase	atTherapyPowerBase	atSolarCriticalDamagePowerBase
15181	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Åùö¨(Ò¼)	atSpiritBase	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15182	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Åùö¨(·¡)	atSpiritBase	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15183	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Åùö¨(Èþ)	atSpiritBase	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15184	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Åùö¨(ËÁ)	atSpiritBase	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15185	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Åùö¨(Îé)	atSpiritBase	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15186	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤Åùö¨(Â½)	atSpiritBase	atTherapyPowerBase	atNeutralCriticalDamagePowerBase
15187	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤±­Ñ©(Ò¼)	atSpiritBase	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15188	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤±­Ñ©(·¡)	atSpiritBase	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15189	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤±­Ñ©(Èþ)	atSpiritBase	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15190	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤±­Ñ©(ËÁ)	atSpiritBase	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15191	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤±­Ñ©(Îé)	atSpiritBase	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15192	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤±­Ñ©(Â½)	atSpiritBase	atTherapyPowerBase	atLunarCriticalDamagePowerBase
15193	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤´©Ê¯(Ò¼)	atSpiritBase	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15194	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤´©Ê¯(·¡)	atSpiritBase	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15195	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤´©Ê¯(Èþ)	atSpiritBase	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15196	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤´©Ê¯(ËÁ)	atSpiritBase	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15197	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤´©Ê¯(Îé)	atSpiritBase	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15198	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤´©Ê¯(Â½)	atSpiritBase	atTherapyPowerBase	atPoisonCriticalDamagePowerBase
15199	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤ÔÂ»ª(Ò¼)	atSpiritBase	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15200	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤ÔÂ»ª(·¡)	atSpiritBase	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15201	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤ÔÂ»ª(Èþ)	atSpiritBase	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15202	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤ÔÂ»ª(ËÁ)	atSpiritBase	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15203	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤ÔÂ»ª(Îé)	atSpiritBase	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15204	²Ê¡¤Áé¸ù¡¤º£ÄÉ¡¤ÔÂ»ª(Â½)	atSpiritBase	atTherapyPowerBase	atMagicCriticalDamagePowerBase
15205	²Ê¡¤Áé¸ù¡¤Ô¡»ð¡¤º£ÄÉ(Ò¼)	atSpiritBase	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15206	²Ê¡¤Áé¸ù¡¤Ô¡»ð¡¤º£ÄÉ(·¡)	atSpiritBase	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15207	²Ê¡¤Áé¸ù¡¤Ô¡»ð¡¤º£ÄÉ(Èþ)	atSpiritBase	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15208	²Ê¡¤Áé¸ù¡¤Ô¡»ð¡¤º£ÄÉ(ËÁ)	atSpiritBase	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15209	²Ê¡¤Áé¸ù¡¤Ô¡»ð¡¤º£ÄÉ(Îé)	atSpiritBase	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15210	²Ê¡¤Áé¸ù¡¤Ô¡»ð¡¤º£ÄÉ(Â½)	atSpiritBase	atSolarCriticalDamagePowerBase	atTherapyPowerBase
15211	²Ê¡¤Áé¸ù¡¤Åùö¨¡¤º£ÄÉ(Ò¼)	atSpiritBase	atNeutralCriticalDamagePowerBase	atTherapyPowerBase
15212	²Ê¡¤Áé¸ù¡¤Åùö¨¡¤º£ÄÉ(·¡)	atSpiritBase	atNeutralCriticalDamagePowerBase	atTherapyPowerBase
15213	²Ê¡¤Áé¸ù¡¤Åùö¨¡¤º£ÄÉ(Èþ)	atSpiritBase	atNeutralCriticalDamagePowerBase	atTherapyPowerBase
15214	²Ê¡¤Áé¸ù¡¤Åùö¨¡¤º£ÄÉ(ËÁ)	atSpiritBase	atNeutralCriticalDamagePowerBase	atTherapyPowerBase
15215	²Ê¡¤Áé¸ù¡¤Åùö¨¡¤º£ÄÉ(Îé)	atSpiritBase	atNeutralCriticalDamagePowerBase	atTherapyPowerBase
15216	²Ê¡¤Áé¸ù¡¤Åùö¨¡¤º£ÄÉ(Â½)	atSpiritBase	atNeutralCriticalDamagePowerBase	atTherapyPowerBase
15217	²Ê¡¤Áé¸ù¡¤±­Ñ©¡¤º£ÄÉ(Ò¼)	atSpiritBase	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15218	²Ê¡¤Áé¸ù¡¤±­Ñ©¡¤º£ÄÉ(·¡)	atSpiritBase	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15219	²Ê¡¤Áé¸ù¡¤±­Ñ©¡¤º£ÄÉ(Èþ)	atSpiritBase	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15220	²Ê¡¤Áé¸ù¡¤±­Ñ©¡¤º£ÄÉ(ËÁ)	atSpiritBase	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15221	²Ê¡¤Áé¸ù¡¤±­Ñ©¡¤º£ÄÉ(Îé)	atSpiritBase	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15222	²Ê¡¤Áé¸ù¡¤±­Ñ©¡¤º£ÄÉ(Â½)	atSpiritBase	atLunarCriticalDamagePowerBase	atTherapyPowerBase
15223	²Ê¡¤Áé¸ù¡¤´©Ê¯¡¤º£ÄÉ(Ò¼)	atSpiritBase	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15224	²Ê¡¤Áé¸ù¡¤´©Ê¯¡¤º£ÄÉ(·¡)	atSpiritBase	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15225	²Ê¡¤Áé¸ù¡¤´©Ê¯¡¤º£ÄÉ(Èþ)	atSpiritBase	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15226	²Ê¡¤Áé¸ù¡¤´©Ê¯¡¤º£ÄÉ(ËÁ)	atSpiritBase	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15227	²Ê¡¤Áé¸ù¡¤´©Ê¯¡¤º£ÄÉ(Îé)	atSpiritBase	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15228	²Ê¡¤Áé¸ù¡¤´©Ê¯¡¤º£ÄÉ(Â½)	atSpiritBase	atPoisonCriticalDamagePowerBase	atTherapyPowerBase
15229	²Ê¡¤Áé¸ù¡¤ÔÂ»ª¡¤º£ÄÉ(Ò¼)	atSpiritBase	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15230	²Ê¡¤Áé¸ù¡¤ÔÂ»ª¡¤º£ÄÉ(·¡)	atSpiritBase	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15231	²Ê¡¤Áé¸ù¡¤ÔÂ»ª¡¤º£ÄÉ(Èþ)	atSpiritBase	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15232	²Ê¡¤Áé¸ù¡¤ÔÂ»ª¡¤º£ÄÉ(ËÁ)	atSpiritBase	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15233	²Ê¡¤Áé¸ù¡¤ÔÂ»ª¡¤º£ÄÉ(Îé)	atSpiritBase	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15234	²Ê¡¤Áé¸ù¡¤ÔÂ»ª¡¤º£ÄÉ(Â½)	atSpiritBase	atMagicCriticalDamagePowerBase	atTherapyPowerBase
15235	²Ê¡¤Áé¸ù¡¤´ó»¯¡¤º£ÄÉ(Ò¼)	atSpiritBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15236	²Ê¡¤Áé¸ù¡¤´ó»¯¡¤º£ÄÉ(·¡)	atSpiritBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15237	²Ê¡¤Áé¸ù¡¤´ó»¯¡¤º£ÄÉ(Èþ)	atSpiritBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15238	²Ê¡¤Áé¸ù¡¤´ó»¯¡¤º£ÄÉ(ËÁ)	atSpiritBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15239	²Ê¡¤Áé¸ù¡¤´ó»¯¡¤º£ÄÉ(Îé)	atSpiritBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15240	²Ê¡¤Áé¸ù¡¤´ó»¯¡¤º£ÄÉ(Â½)	atSpiritBase	atDecriticalDamagePowerBase	atTherapyPowerBase
15241	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Ô¡»ð(Ò¼)	atTherapyPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
15242	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Ô¡»ð(·¡)	atTherapyPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
15243	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Ô¡»ð(Èþ)	atTherapyPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
15244	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Ô¡»ð(ËÁ)	atTherapyPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
15245	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Ô¡»ð(Îé)	atTherapyPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
15246	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Ô¡»ð(Â½)	atTherapyPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
15247	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Åùö¨(Ò¼)	atTherapyPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
15248	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Åùö¨(·¡)	atTherapyPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
15249	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Åùö¨(Èþ)	atTherapyPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
15250	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Åùö¨(ËÁ)	atTherapyPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
15251	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Åùö¨(Îé)	atTherapyPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
15252	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤Åùö¨(Â½)	atTherapyPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
15253	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤±­Ñ©(Ò¼)	atTherapyPowerBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
15254	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤±­Ñ©(·¡)	atTherapyPowerBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
15255	²Ê¡¤º£ÄÉ¡¤´ó»¯¡¤±­Ñ©(Èþ)	atTherapyPowerBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
