szName	szDesc
安戎·鑄（根骨）	鞋子根骨+33
安戎·鑄（內會）	鞋子內功會心等級提高86
安戎·鑄（內命）	鞋子內功命中等級提高86
安戎·鑄（內破）	鞋子內功破防等級提高86
安戎·鑄（身法）	鞋子身法+33
安戎·鑄（外會）	鞋子外功會心等級提高86
安戎·鑄（外命）	鞋子外功命中等級提高86
安戎·鑄（外破）	鞋子外功破防等級提高86
安戎·鑄（無雙）	鞋子無雙等級提高86
霸蜀甲片（頭部）	帽子禦勁等級提高22
霸蜀甲片（鞋子）	鞋子化勁等級提高22
霸蜀磨石	近身武器禦勁等級提高22
白虎甲片（頭部）	帽子外功攻擊提高98
白虎甲片（鞋子）	鞋子外功攻擊提高98
白虎磨石	近身武器近戰武器傷害提高15
百鬼磨石	近身武器外功會心等級提高38
百煉甲片	上衣力道+6
百煉銀甲	上衣體質+8
鞭炮	燃放鞭炮
蒼海·鍛（根骨）	帽子根骨+33
蒼海·鍛（身法）	帽子身法+33
蒼海·鑄（根骨）	鞋子根骨+33
蒼海·鑄（身法）	鞋子身法+33
粗磨石	近身武器近戰武器傷害提高1
粗砂磨石	近身武器近戰武器傷害提高2，持續30分鐘
竄天猴	燃放竄天猴
翠青甲片（腰帶）	腰帶根骨+5
固·安戎·鍛（仇恨）	帽子招式產生威脅提高22.5%
固·安戎·鍛（根骨）	帽子根骨+49
固·安戎·鍛（內會）	帽子內功會心等級提高130
固·安戎·鍛（內命）	帽子內功命中等級提高130
固·安戎·鍛（內破）	帽子內功破防等級提高130
固·安戎·鍛（身法）	帽子身法+49
固·安戎·鍛（外會）	帽子外功會心等級提高130
固·安戎·鍛（外命）	帽子外功命中等級提高130
固·安戎·鍛（外破）	帽子外功破防等級提高130
固·安戎·鍛（無雙）	帽子無雙等級提高130
固·安戎·磨石（療傷）	近身武器治療成效提高347
固·安戎·磨石（內傷）	近身武器內功攻擊提高176點
固·安戎·磨石（外傷）	近身武器外功攻擊提高147
固·安戎·磨石（武傷）	近身武器近戰武器傷害提高22
固·安戎·熔錠（療傷）	近身武器治療成效提高521，持續30分鐘
固·安戎·熔錠（內傷）	近身武器內功攻擊提高264點，持續30分鐘
固·安戎·熔錠（外傷）	近身武器外功攻擊提高220，持續30分鐘
固·安戎·熔錠（武傷）	近身武器近戰武器傷害提高33，持續30分鐘
固·安戎·鑄（仇恨）	鞋子招式產生威脅提高22.5%
固·安戎·鑄（根骨）	鞋子根骨+49
固·安戎·鑄（內會）	鞋子內功會心等級提高130
固·安戎·鑄（內命）	鞋子內功命中等級提高130
固·安戎·鑄（內破）	鞋子內功破防等級提高130
固·安戎·鑄（身法）	鞋子身法+49
固·安戎·鑄（外會）	鞋子外功會心等級提高130
固·安戎·鑄（外命）	鞋子外功命中等級提高130
固·安戎·鑄（外破）	鞋子外功破防等級提高130
固·安戎·鑄（無雙）	鞋子無雙等級提高130
鬼虎甲片	上衣全屬性提高3點
鬼虎甲片（頭部）	帽子禦勁等級提高43
鬼虎甲片（鞋子）	鞋子化勁等級提高43
鬼虎磨石	近身武器禦勁等級提高65
海上磨石	近身武器近戰武器傷害提高1，持續30分鐘
行軍·鍛（外破）	帽子外功破防等級提高32
行軍·磨石（外傷）	近身武器外功攻擊提高32
行軍·熔錠（外傷）	近身武器外功攻擊提高55，持續30分鐘
行軍·鑄（外破）	鞋子外功破防等級提高32
黑曜甲片（頭部）	帽子外功攻擊提高98
黑曜甲片（鞋子）	鞋子外功攻擊提高98
黑曜磨石	近身武器近戰武器傷害提高15
虎嘯磨石	近身武器招式產生威脅提高11.2%
花崗磨石	近身武器外功防禦等級額外提高22
輝玉磨石	近身武器招架等級提高43
火樹銀花	燃放火樹銀花
基礎磨石	近身武器外功命中等級提高16
角礫甲片（頭部）	帽子外功破防等級提高43
角礫甲片（鞋子）	鞋子外功會心等級提高43
角礫磨石	近身武器近戰武器傷害提高7
金剛磨石	近身武器近戰武器傷害提高2，持續30分鐘
勁風磨石	近身武器外功攻擊提高43
晶凝磨石	近身武器外功破防等級提高43
精金戰甲	護腕禦勁等級提高19
精巧鐵印	對好友使用，增加好感度14點
精元磨石	近身武器內功攻擊提高51點
精緻銅盒	對好友使用，增加好感度10點
靜氣甲片	上衣招式產生威脅降低8.8%
巨靈熔錠	近身武器招式產生威脅提高22.5%，持續30分鐘
連心鎖	對好友使用，增加好感度6點
磷灰磨石	近身武器內功防禦等級提高43
靈璧磨石	近身武器招架等級提高22
流紋甲片（頭部）	帽子內功破防等級提高43
流紋甲片（鞋子）	鞋子內功會心等級提高43
流紋磨石	近身武器內功攻擊提高59點
龍鳳呈祥	燃放龍鳳呈祥
龍台磨石	近身武器近戰武器傷害提高3，持續30分鐘
龍血磨石	近身武器命中後偷取目標所受傷害2.05%的氣血
明朗·鍛（仇恨）	帽子招式產生威脅提高15.1%
明朗·鍛（內功破防）	帽子內功破防等級提高86
明朗·鍛（外功破防）	帽子外功破防等級提高86
明朗·熔錠（療傷）	近身武器治療成效提高347，持續30分鐘
明朗·鑄（仇恨）	鞋子招式產生威脅提高15.1%
明朗·鑄（內功破防）	鞋子內功破防等級提高86
明朗·鑄（外功破防）	鞋子外功破防等級提高86
磨石	近身武器近戰武器傷害提高1，持續30分鐘
內雲磨石	近身武器近戰武器傷害提高3，持續30分鐘
年年有魚燈	放飛升空，風華絢爛
片麻磨石	近身武器招架等級提高43
瀑沙熔錠	近身武器近戰武器傷害提高22，持續30分鐘
岐黃甲片（頭部）	帽子氣血上限提高216
岐黃甲片（鞋子）	鞋子氣血上限提高216
岐黃磨石	近身武器治療成效提高101
青龍甲片（頭部）	帽子內功攻擊提高117點
青龍甲片（鞋子）	鞋子內功攻擊提高117點
青龍磨石	近身武器內功攻擊提高117點
潤色磨石	近身武器外功會心等級提高16
水磨石	近身武器招架等級提高10
燧棱磨石	近身武器招式產生威脅提高14.6%
天罡甲片	護腕外功命中等級提高10，內功命中等級提高14
天罡磨石	近身武器氣血上限提高432
天工·索野	攜帶：可用於所有生活技藝製作的工具
天臺磨石	近身武器近戰武器傷害提高3，持續30分鐘
田黃甲片（頭部）	帽子治療成效提高231
田黃甲片（鞋子）	鞋子治療成效提高231
田黃磨石	近身武器治療成效提高231
鐵偶	對好友使用，增加好感度12點
鐵紋甲片	護腕外功攻擊提高22
鐵血甲片（上裝）	上衣體質+4
鐵血甲片（頭部）	帽子體質+7
銅鏡	對好友使用，增加好感度12點
銅偶	對好友使用，增加好感度4點
細磨石	近身武器外功破防等級提高38
絮泊熔錠	近身武器治療成效提高347，持續30分鐘
玄鐵甲片	上衣外功防禦等級額外提高10
玄鐵磨石	近身武器近戰武器傷害提高3
玄武磨石	近身武器內功防禦等級提高22
血磨石	近身武器近戰武器傷害提高6
焰火棒	燃放焰火棒
燕勒磨石	近身武器外功防禦等級提高43
耀龍銀甲片	護腕外功會心等級提高19
益神甲片	上衣每秒內力恢復提升7
益元甲片	上衣元氣+13
益元甲片（頭部）	帽子內力上限提高59
益元甲片（鞋子）	鞋子內力上限提高59
熠熠生輝	將熠熠生輝煙花放入花燈內，錦上添花
銀精巧飾	對好友使用，增加好感度18點
銀龍甲片	護腕體質+10
銀龍磨石	近身武器內功防禦等級提高10
銀龍戰甲	上衣內功防禦等級提高19
銀紋甲片	上衣身法+6
雨花甲片（頭部）	帽子內功攻擊提高117點
雨花甲片（鞋子）	鞋子內功攻擊提高117點
雨花磨石	近身武器內功攻擊提高117點
禦磨石	近身武器外功防禦等級額外提高8
元寶燈	放飛升空，財源滾滾
雲龍磨石	近身武器禦勁等級提高19
雲錫甲片（頭部）	帽子外功命中等級提高43
雲錫甲片（鞋子）	鞋子外功命中等級提高86
雲錫磨石	近身武器外功命中等級提高43
雲英甲片（頭部）	帽子內功命中等級提高86
雲英甲片（鞋子）	鞋子內功命中等級提高43
雲英磨石	近身武器內功命中等級提高43
湛藍甲片（上裝）	上衣力道+5
湛藍甲片（腰帶）	腰帶力道+3
朱雀甲片（頭部）	帽子治療成效提高231
朱雀甲片（鞋子）	鞋子治療成效提高231
朱雀磨石	近身武器治療成效提高231
珠	與璧合二為一，可得到珠聯璧合
墜宵熔錠	近身武器內功攻擊提高176點，持續30分鐘
紫碧甲片（頭部）	帽子身法+3
紫碧甲片（腰帶）	腰帶身法+3
百花香囊	體質提高97點，持續30分鐘
柏桂香囊	力道提高73點，持續30分鐘
般若水	施展傷害或療傷招式後，有20%幾率使小隊成員內功攻擊提高8點，持續15秒，最多疊加5層，持續15分鐘
避水金針	閉氣時間提高30秒，持續4分鐘
避水銀針	閉氣時間提高15秒，持續2分鐘
赤煉水	施展傷害或療傷招式後，有20%幾率使小隊成員氣血值上限提高50點，持續15秒，最多疊加5層，持續15分鐘
摧心針	身法降低140點，持續2分鐘
飛魚丸	游泳速度提高50
桂枝香囊	身法提高73點，持續30分鐘
行軍定志散	拆招值提升604點，持續30分鐘
行軍活絡散	每秒內力恢復提升19點，持續30分鐘
行軍靜心散	治療效果提高260點，持續30分鐘
行軍亢龍散	外功基礎攻擊提高110點，持續30分鐘
行軍展鳳散	內功傷害提高132點，持續30分鐘
行軍止血散	每秒氣血恢復提升11點，持續30分鐘
護心補筋丹	體質提高36點，根骨提高36點，持續30分鐘
護心健骨丹	體質提高36點，力道提高48點，持續30分鐘
護心聚魄丹	體質提高36點，元氣提高44點，持續30分鐘
護心強身丹	體質提高36點，身法提高99點，持續30分鐘
化瘀香囊	氣血最大值提高730點，持續30分鐘
渙精針	目標元氣降低64點，持續2分鐘
混元丹	化解混元性內功傷害3780點，持續30分鐘
活氣散	回復氣力300點
健體香囊	外功破防值提高115點，持續30分鐘
健胃散	卸載自身飽食狀態
截元丹	使用後，延長目標原地復活等待時間5分鐘
金針·煙	目標外功基礎攻擊力降低50%，持續2分鐘
金針·影	目標內功基礎攻擊力降低50%，持續2分鐘
空山新雨	氣血內力值恢復但無法做運功，持續15秒
迷香囊	提高當前功體最受益的攻擊力40點，持續30分鐘
沐火丹	化解陽性內功傷害3780點，持續30分鐘
納元丹	增加100點修為值
辟邪散	卸載自身一個毒狀態
破冰丸	化解陰性內功傷害3780點，持續30分鐘
強身香囊	拆招值提高584點，持續30分鐘
清心香囊	內力最大值提高792點，持續30分鐘
軟筋針	目標力道降低60點，持續2分鐘
潤肺香囊	外功會心效果等級提高195點，持續30分鐘
上品補筋散	根骨提高27點，持續15分鐘
上品定痛散	內功防禦等級提高30點，持續15分鐘
上品定痛丸	內功防禦等級提高97點，持續15分鐘
上品定志丹	拆招值提升1209點，持續30分鐘
上品護心散	體質提高36點，持續15分鐘
上品活絡散	內力值恢復1300點
上品活絡丸	內力值恢復2600點
上品活血丹	每秒氣血恢復提升22點，持續30分鐘
上品健骨散	力道提高27點，持續15分鐘
上品金創散	外功防禦等級提高15點，氣血最大值提高152點，持續15分鐘
上品金創丸	外功防禦等級提高48點，氣血最大值提高480點，持續15分鐘
上品靜心丸	治療效果提高521點，持續30分鐘
上品聚魂散	元氣提高14點，持續15分鐘
上品亢龍丹	外功基礎攻擊提高220點，持續30分鐘
上品亢龍散	外功攻擊提高96點，持續15分鐘
上品凝神丹	內力上限提升1056點，持續30分鐘
上品凝神散	內力最大值提高330點，持續15分鐘
上品破穢丹	招式附加威脅值提高34%，持續30分鐘
上品強身散	身法提高14點，持續15分鐘
上品疏絡丹	每秒內力恢復提升38點，持續30分鐘
上品萬花丹	外功會心效果提高195點，持續30分鐘
上品萬靈散	氣血值恢復1450點，內力值恢復1750點
上品逍遙散	跑步速度提高70%，持續10秒
上品玉露丹	內功會心效果等級提高195點，持續30分鐘
上品玉露散	內功會心等級提高195點，持續15分鐘
上品展鳳丹	內功傷害提高264點，持續30分鐘
上品長生丹	氣血上限提升973點，持續30分鐘
上品長生散	氣血最大值提高304點，持續15分鐘
上品止血散	氣血值恢復1000點
上品止血丸	氣血值恢復2100點
尚·百花香囊	體質提高146點，持續30分鐘
尚·柏桂香囊	力道提高110點，持續30分鐘
尚·桂枝香囊	身法提高110點，持續30分鐘
尚·上品定志丹	拆招值提升1813點，持續30分鐘
尚·上品活絡丹	回復內力10000點
尚·上品活血丹	每秒氣血恢復提升33點，持續30分鐘
尚·上品靜心丸	治療效果提高781點，持續30分鐘
尚·上品亢龍丹	外功基礎攻擊提高330點，持續30分鐘
尚·上品凝神丹	內力上限提升1584點，持續30分鐘
尚·上品破穢丹	招式附加威脅值提高51%，持續30分鐘
尚·上品疏絡丹	每秒內力恢復提升56點，持續30分鐘
尚·上品萬花丹	外功會心效果提高292點，持續30分鐘
尚·上品玉露丹	內功會心效果等級提高292點，持續30分鐘
尚·上品展鳳丹	內功傷害提高396點，持續30分鐘
尚·上品長生丹	氣血上限提升1459點，持續30分鐘
尚·上品止血丹	回復氣血20000點
尚·梔仁香囊	根骨提高110點，持續30分鐘
尚·紫荷香囊	元氣提高110點，持續30分鐘
素針·定	對目標使用，使目標定身5秒
素針·封	對目標使用，降低目標內功傷害50%，持續10秒
素針·錮	對目標使用，降低目標外功傷害50%，持續10秒
素針·緩	對目標使用，使目標移動速度降低30%，持續10秒
素針·禁	對目標使用，使目標所有內功防禦等級降低176點，持續10秒
素針·破	對目標使用，使目標外功防禦等級降低33點，持續10秒
太白丹	全屬性提高4點，持續15分鐘
檀香囊	提高當前功體最受益的屬性20點，持續30分鐘
提神香囊	內功破防值提高92點，持續30分鐘
萬花丹	外功會心等級提高110點，持續15分鐘
五毒針	毒性攻擊提高99點，持續15分鐘
下品閉氣散	施展招式無威脅，持續5秒
下品補筋丹	根骨提高37點，持續30分鐘
下品補筋散	根骨提高10點，持續15分鐘
下品補筋丸	根骨提高32點，持續15分鐘
下品定痛散	內功防禦等級提高20點，持續15分鐘
下品定痛丸	內功防禦等級提高36點，持續15分鐘
下品罡陽散	陽性內功抗性提高100點，持續15分鐘
下品護心丹	體質提高49點，持續30分鐘
下品護心散	體質提高6點，持續15分鐘
下品護心丸	體質提高43點，持續15分鐘
下品化功散	卸載一個陽性不利狀態
下品活絡丹	瞬間恢復內力5610點
下品活絡膏	內力值恢復3000點
下品活絡散	內力值恢復250點
下品活絡丸	內力值恢復1850點
下品健骨丹	力道提高37點，持續30分鐘
下品健骨散	力道提高8點，持續15分鐘
下品健骨丸	力道提高32點，持續15分鐘
下品金創丹	外功防禦等級提高25點，氣血最大值提高243點，持續15分鐘
下品金創散	外功防禦等級提高10點，氣血最大值提高96點，持續15分鐘
下品金創丸	外功防禦等級提高18點，氣血最大值提高182點，持續15分鐘
下品金元散	毒性防禦等級提高24點，持續15分鐘
下品靜心散	瞬間降低目標對自身威脅值10%
下品聚魂丹	元氣提高37點，持續30分鐘
下品聚魂散	元氣提高10點，持續15分鐘
下品聚魂丸	元氣提高32點，持續15分鐘
下品亢龍丹	外功攻擊提高110點，持續30分鐘
下品亢龍散	外功攻擊提高55點，持續15分鐘
下品亢龍丸	外功攻擊提高96點，持續15分鐘
下品烈火散	陽性內功攻擊提高82點，持續15分鐘
下品凝神丹	內力最大值提高528點，持續15分鐘
下品凝神散	內力最大值提高132點，持續15分鐘
下品凝神丸	內力最大值提高396點，持續15分鐘
下品霹靂散	混元性內功攻擊提高82點，持續15分鐘
下品破穢丹	招式附加威脅值提高10%，持續30分鐘
下品強身丹	身法提高37點，持續30分鐘
下品強身散	身法提高5點，持續15分鐘
下品強身丸	身法提高16點，持續15分鐘
下品調和散	內功防禦等級提高43點，持續15分鐘
下品萬靈丹	瞬間恢復氣血3700點，內力4500點
下品萬靈散	氣血值恢復350點，內力值恢復450點
下品萬靈丸	氣血值恢復2400點，內力值恢復3000點
下品萬通丹	打坐狀態下每秒恢復氣血值5%，每秒恢復內力值5%，持續20秒
下品吸星散	化解毒性傷害3440點，持續15分鐘
下品逍遙散	跑步速度提高40%，持續10秒
下品逍遙丸	跑步速度提高90%，持續10秒
下品玄陰散	陰性內功抗性提高100點，持續15分鐘
下品益氣散	招式釋放內力消耗降低5%
下品益氣丸	療傷成效提高260點，持續30分鐘
下品幽冥散	陰性內功攻擊提高82點，持續15分鐘
下品玉露散	內功會心等級提高38點，持續15分鐘
下品展鳳丹	內功攻擊提高132點，持續30分鐘
下品展鳳散	內功攻擊提高99點，持續15分鐘
下品長生丹	氣血最大值提高486點，持續15分鐘
下品長生散	氣血最大值提高122點，持續15分鐘
下品長生丸	氣血最大值提高365點，持續15分鐘
下品止血丹	瞬間恢復氣血4620點
下品止血膏	氣血值恢復2400點
下品止血散	氣血值恢復150點
下品止血丸	氣血值恢復1450點
易功丸	重置門派內功切換
逸隱水	施展傷害或療傷招式後，有20%幾率使小隊成員每秒內力恢復值提高1點，持續15秒，最多疊加5層，持續15分鐘
意氣水	施展傷害或療傷招式後，有20%幾率使小隊成員外功攻擊提高5點，持續15秒，最多疊加5層，持續15分鐘
正骨膏	化解外功傷害3050點，持續30分鐘
梔仁香囊	根骨提高73點，持續30分鐘
中品閉氣散	施展招式無威脅，持續7秒
中品補筋丹	根骨提高73點，持續30分鐘
中品補筋散	根骨提高9點，持續15分鐘
中品定痛散	內功防禦等級提高24點，持續15分鐘
中品罡陽散	提高陽性內功抗性97點，持續15分鐘
中品護心丹	體質提高97點，持續30分鐘
中品護心散	體質提高12點，持續15分鐘
中品化功散	卸載一個陰性不利和一個陽性不利狀態
中品活絡丹	瞬間回復內力8415點
中品活絡膏	內力值恢復3400點
中品活絡散	內力值恢復800點
中品活絡丸	內力值恢復2200點
中品健骨丹	力道提高73點，持續30分鐘
中品健骨散	力道提高23點，持續15分鐘
中品金創散	外功防禦等級提高12點，氣血最大值提高122點，持續15分鐘
中品金創丸	外功防禦等級提高21點，氣血最大值提高213點，持續15分鐘
中品金元丹	毒性防禦等級提高97點，持續15分鐘
中品金元散	毒性防禦等級提高36點，持續15分鐘
中品靜心丸	療傷成效提高521點，持續30分鐘
中品聚魂丹	元氣提高73點，持續30分鐘
中品聚魂散	元氣提高18點，持續15分鐘
中品聚神丹	外功命中等級提高195點，持續30分鐘
中品聚元丹	內功命中等級提高195點，持續30分鐘
中品亢龍丹	外功攻擊提高220點，持續30分鐘
中品亢龍散	外功攻擊提高82點，持續15分鐘
中品烈火散	陽性內功攻擊提高115點，持續15分鐘
中品凝神丹	內力最大值提高1056點，持續15分鐘
中品凝神散	內力最大值提高212點，持續15分鐘
中品霹靂散	混元性內功攻擊提高115點，持續15分鐘
中品破穢丹	招式附加威脅值提高20%，持續30分鐘
中品強身丹	身法提高73點，持續30分鐘
中品強身散	身法提高18點，持續15分鐘
中品調和散	提高混元內功抗性97點，持續15分鐘
中品萬花丹	外功會心等級提高195點，持續15分鐘
中品萬靈散	氣血值恢復900點，內力值恢復1050點
中品吸星散	化解毒性傷害3780點，持續30分鐘
中品逍遙散	跑步速度提高60%，持續10秒
中品玄陰丹	提高陰性內功抗性97點，持續15分鐘
中品幽冥散	陰性內功攻擊提高115點，持續15分鐘
中品玉露散	內功會心等級提高85點，持續15分鐘
中品展鳳丹	內功攻擊提高264點，持續30分鐘
中品展鳳散	內功攻擊提高115點，持續15分鐘
中品長生丹	氣血最大值提高973點，持續15分鐘
中品長生散	氣血最大值提高97點，持續15分鐘
中品止血丹	瞬間回復氣血6930點
中品止血膏	氣血值恢復2800點
中品止血散	氣血值恢復500點
中品止血丸	氣血值恢復1750點
重黎水	施展傷害或療傷招式後，有20%幾率使小隊成員每秒氣血恢復值提高1點，持續15秒，最多疊加5層，持續15分鐘
壯骨香囊	內功會心效果等級提高195點，持續30分鐘
滋補香囊	基礎療傷成效提高700點，持續30分鐘
紫荷香囊	元氣提高73點，持續30分鐘
鑽心針	目標毒性防禦等級降低80點，持續2分鐘
珠·鉉	與【璧·鉉】合二為一，可得到珠聯璧合·鉉
璧·鉉	與【珠·鉉】合二為一，可得到珠聯璧合·鉉
佳·三鮮包	威脅值降低10%，持續30分鐘
佳·麻香軟骨脆	外功攻擊提高220點，持續30分鐘
佳·走油蹄髈	內功傷害提高264點，持續30分鐘
佳·蔥爆肉丁	療傷成效提高521點，持續30分鐘
佳·薄荷蒸排骨	每秒氣血回復提高22點，持續30分鐘
佳·紅山剁	內力上限提高1056點，持續30分鐘
佳·君子知身湯	身法提高73點，持續30分鐘
佳·黑山剁	氣血上限提高973點，持續30分鐘
佳·安榮力勁湯	力道提高73點，持續30分鐘
佳·逍遙固元湯	元氣提高73點，持續30分鐘
佳·白芷增骨湯	根骨提高73點，持續30分鐘
佳·鍋包肉	每秒內力回復提高38點，持續30分鐘
佳·芋絲蒸肉糕	外功破防值提高195點，持續30分鐘
佳·回元餐	回復精力51點
佳·轉神餐	回復體力51點
佳·鳳凰包	增加被療傷成效2%，持續30分鐘
佳·甜菜蜜肉	拆招值提高1209點，持續30分鐘
佳·肉骨茶	招式附加威脅值提高34%，持續30分鐘
佳·合餅卷菜	內功會心效果等級提高195點，持續30分鐘
佳·佛手排骨	外功會心效果等級提高195點，持續30分鐘
佳·虎皮鳳爪	內功破防值提高195點，持續30分鐘
佳·八珍強體湯	體質提高97點，持續30分鐘
蒼·安戎·繡（內傷）	上衣內功攻擊提高205點
蒼·安戎·染（內傷）	護手內功攻擊提高205點
蒼·安戎·印（內傷）	下裝內功攻擊提高205點
蒼·安戎·紋（內傷）	腰帶內功攻擊提高205點
蒼·安戎·繡（外傷）	上衣外功攻擊提高171點
蒼·安戎·染（外傷）	護手外功攻擊提高171點
蒼·安戎·印（外傷）	下裝外功攻擊提高171點
蒼·安戎·紋（外傷）	腰帶外功攻擊提高171點
蒼·安戎·繡（療傷）	上衣治療成效提高405點
蒼·安戎·染（療傷）	護手治療成效提高405點
蒼·安戎·印（療傷）	下裝治療成效提高405點
蒼·安戎·紋（療傷）	腰帶治療成效提高405點
蒼·安戎·繡（內破）	上衣內功破防提高130點
蒼·安戎·繡（外破）	上衣外功破防提高130點
蒼·安戎·紋（內破）	腰帶內功破防提高130點
蒼·安戎·紋（外破）	腰帶外功破防提高130點
蒼·安戎·鍛（內傷）	帽子內功攻擊提高205點
蒼·安戎·鍛（外傷）	帽子外功攻擊提高171點
蒼·安戎·鍛（療傷）	帽子治療成效提高405點
蒼·安戎·鑄（內傷）	鞋子內功攻擊提高205點
蒼·安戎·鑄（外傷）	鞋子外功攻擊提高171點
蒼·安戎·鑄（療傷）	鞋子治療成效提高405點
蒼·安戎·磨石（內傷）	武器內功攻擊提高205點
蒼·安戎·磨石（外傷）	武器外功攻擊提高171點
蒼·安戎·磨石（療傷）	武器內功攻擊提高405點
蒼·安戎·磨石（仇恨）	武器仇恨百分比提高26點
蒼·上品亢龍丹	外功基礎攻擊提高385點，持續30分鐘
蒼·上品展鳳丹	內功傷害提高461點，持續30分鐘
蒼·上品靜心丸	治療效果提高911點，持續30分鐘
蒼·上品破穢丹	招式附加威脅值提高59%，，持續30分鐘
蒼·健體香囊	外功破防值提高195點，持續30分鐘
蒼·提神香囊	內功破防值提高195點，持續30分鐘
蒼·麻香軟骨脆	外功攻擊提高256點，持續30分鐘
蒼·走油蹄髈	內功攻擊提高308點，持續30分鐘
蒼·蔥爆肉丁	療傷成效提高607點，持續30分鐘
蒼·肉骨茶	招式附加威脅值提高39%，持續30分鐘
蒼·健體湯	外功破防等級提高227點，持續30分鐘
蒼·提神湯	內功破防值提高227點，持續30分鐘
佳·玉露團	體質提高42點，持續30分鐘
佳·漢宮棋	根骨提高31點，持續30分鐘
佳·鳳凰胎	力道提高31點，持續30分鐘
佳·長生粥	元氣提高31點，持續30分鐘
佳·小天酥	身法提高31點，持續30分鐘
佳·西江料	氣血上限提高417點，持續30分鐘
佳·紅羅丁	內力上限提高417點，持續30分鐘
佳·同心生結鋪	療傷成效提高65點，持續30分鐘
佳·過門香	氣血恢復速度提高55點，持續30分鐘
佳·金鈴炙	內力恢復速度提高55點，持續30分鐘
佳·火焰盞口堆	拆招值提高518點，持續30分鐘
佳·巨勝奴	外功命中提高83點，持續30分鐘
佳·貴妃紅	內功命中提高83點，持續30分鐘
佳·水煉犢	外功會心等級提高83點，持續30分鐘
佳·五生盤	內功會心等級提高83點，持續30分鐘
佳·通花軟牛腸	內功會心效果等級提高83點，持續30分鐘
佳·清涼月霍碎	外功會心效果等級提高83點，持續30分鐘
佳·天花畢羅	仇恨百分比提高14%，持續30分鐘
佳·燒尾宴	提高當前功體最受益的屬性，持續60分鐘
佳·唐安啖	回復體力61點
佳·箸頭春	回復精力61點
小天酥	身法提高27點，持續30分鐘
長生粥	元氣提高27點，持續30分鐘
鳳凰胎	力道提高27點，持續30分鐘
漢宮棋	根骨提高27點，持續30分鐘
玉露團	體質提高37點，持續30分鐘
金鈴炙	內力恢復速度提高49點，持續30分鐘
五生盤	內功會心等級提高74點，持續30分鐘
煉獄水煮魚	放置一鍋煉獄水煮魚宴席
天花畢羅	仇恨百分比提高13%，持續30分鐘
水煉犢	外功會心等級提高74點，持續30分鐘
過門香	氣血恢復速度提高49點，持續30分鐘
貴妃紅	內功命中提高74點，持續30分鐘
同心生結鋪	療傷成效提高58點，持續30分鐘
巨勝奴	外功命中提高74點，持續30分鐘
紅羅丁	內力上限提高370點，持續30分鐘
通花軟牛腸	內功會心效果等級提高74點，持續30分鐘
清涼月霍碎	外功會心效果等級提高74點，持續30分鐘
西江料	氣血上限提高370點，持續30分鐘
火焰盞口堆	拆招值提高460點，持續30分鐘
燒尾宴	提高當前功體最受益的屬性，持續60分鐘
佳·玉華丹	瞬間回復內力9000點
佳·玉蟾丹	瞬間回復生命5500點
佳·護命丹	體質提高62點，持續30分鐘
佳·補心丹	根骨提高46點，持續30分鐘
佳·輕身丹	身法提高46點，持續30分鐘
佳·養神丹	元氣提高46點，持續30分鐘
佳·點骨丹	力道提高46點，持續30分鐘
佳·清靈丹	療傷成效提高98點，持續30分鐘
佳·震靈丹	拆招值提高776點，持續30分鐘
佳·玄元丹	氣血上限提高625點，持續30分鐘
佳·妙香丹	內功會心效果等級提高125點，持續30分鐘
佳·玉樞丹	外功會心效果等級提高125點，持續30分鐘
佳·靈壽丹	仇恨百分比提高提高22%，持續30分鐘
佳·白信丹	內功會心等級提高125點，持續30分鐘
佳·玉璃丹	外功會心等級提高125點，持續30分鐘
佳·枕中丹	內力上限提高625點，持續30分鐘
玉華丹	瞬間回復內力7000點
玉蟾丹	瞬間回復生命5000點
護命丹	體質提高56點，持續30分鐘
補心丹	根骨提高41點，持續30分鐘
輕身丹	身法提高41點，持續30分鐘
養神丹	元氣提高41點，持續30分鐘
點骨丹	力道提高41點，持續30分鐘
清靈丹	療傷成效提高87點，持續30分鐘
震靈丹	拆招值提高690點，持續30分鐘
玄元丹	氣血上限提高556點，持續30分鐘
妙香丹	內功會心效果等級提高111點，持續30分鐘
玉樞丹	外功會心效果等級提高111點，持續30分鐘
靈壽丹	仇恨百分比提高提高19%，持續30分鐘
白信丹	內功會心等級提高111點，持續30分鐘
玉璃丹	外功會心等級提高111點，持續30分鐘
枕中丹	內力上限提高556點，持續30分鐘
佳·劍膽·鑄（外命）	鞋子外功命中等級提高56
佳·劍膽·鑄（內會）	鞋子內功會心等級提高56
佳·劍膽·鑄（外會）	鞋子外功會心等級提高56
佳·劍膽·鍛（無雙）	帽子無雙等級提高56
佳·劍膽·熔錠（內傷）	近身武器內功攻擊提高75點，持續30分鐘
佳·劍膽·熔錠（外傷）	近身武器外功攻擊提高62點，持續30分鐘
佳·劍膽·熔錠（療傷）	近身武器治療成效提高65，持續30分鐘
佳·劍膽·磨石（內傷）	近身武器內功攻擊提高50點
佳·劍膽·鍛（內命）	帽子內功命中等級提高56
佳·劍膽·鍛（外會）	帽子外功會心等級提高56
佳·劍膽·鍛（內會）	帽子內功會心等級提高56
佳·劍膽·磨石（外傷）	近身武器外功攻擊提高42點
佳·劍膽·磨石（療傷）	近身武器治療成效提高42點
