ID	Name	AttributeOne	AttributeTwo	AttributeThree
13444	彩·霜冷·大化·杯雪(肆)	atLunarAttackPowerBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13445	彩·霜冷·大化·杯雪(伍)	atLunarAttackPowerBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13446	彩·霜冷·大化·杯雪(陸)	atLunarAttackPowerBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13447	彩·鶴頂·腐心·穿石(壹)	atPoisonAttackPowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
13448	彩·鶴頂·腐心·穿石(貳)	atPoisonAttackPowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
13449	彩·鶴頂·腐心·穿石(三)	atPoisonAttackPowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
13450	彩·鶴頂·腐心·穿石(肆)	atPoisonAttackPowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
13451	彩·鶴頂·腐心·穿石(伍)	atPoisonAttackPowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
13452	彩·鶴頂·腐心·穿石(陸)	atPoisonAttackPowerBase	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase
13453	彩·鶴頂·穿石·腐心(壹)	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
13454	彩·鶴頂·穿石·腐心(貳)	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
13455	彩·鶴頂·穿石·腐心(三)	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
13456	彩·鶴頂·穿石·腐心(肆)	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
13457	彩·鶴頂·穿石·腐心(伍)	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
13458	彩·鶴頂·穿石·腐心(陸)	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase	atPoisonOvercomeBase
13459	彩·鶴頂·大化·腐心(壹)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13460	彩·鶴頂·大化·腐心(貳)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13461	彩·鶴頂·大化·腐心(三)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13462	彩·鶴頂·大化·腐心(肆)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13463	彩·鶴頂·大化·腐心(伍)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13464	彩·鶴頂·大化·腐心(陸)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13465	彩·鶴頂·大化·穿石(壹)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13466	彩·鶴頂·大化·穿石(貳)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13467	彩·鶴頂·大化·穿石(三)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13468	彩·鶴頂·大化·穿石(肆)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13469	彩·鶴頂·大化·穿石(伍)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13470	彩·鶴頂·大化·穿石(陸)	atPoisonAttackPowerBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13471	彩·激流·滅氣·月華(壹)	atMagicAttackPowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
13472	彩·激流·滅氣·月華(貳)	atMagicAttackPowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
13473	彩·激流·滅氣·月華(三)	atMagicAttackPowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
13474	彩·激流·滅氣·月華(肆)	atMagicAttackPowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
13475	彩·激流·滅氣·月華(伍)	atMagicAttackPowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
13476	彩·激流·滅氣·月華(陸)	atMagicAttackPowerBase	atMagicOvercome	atMagicCriticalDamagePowerBase
13477	彩·激流·月華·滅氣(壹)	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
13478	彩·激流·月華·滅氣(貳)	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
13479	彩·激流·月華·滅氣(三)	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
13480	彩·激流·月華·滅氣(肆)	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
13481	彩·激流·月華·滅氣(伍)	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
13482	彩·激流·月華·滅氣(陸)	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase	atMagicOvercome
13483	彩·激流·大化·滅氣(壹)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicOvercome
13484	彩·激流·大化·滅氣(貳)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicOvercome
13485	彩·激流·大化·滅氣(三)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicOvercome
13486	彩·激流·大化·滅氣(肆)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicOvercome
13487	彩·激流·大化·滅氣(伍)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicOvercome
13488	彩·激流·大化·滅氣(陸)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicOvercome
13489	彩·激流·大化·月華(壹)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13490	彩·激流·大化·月華(貳)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13491	彩·激流·大化·月華(三)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13492	彩·激流·大化·月華(肆)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13493	彩·激流·大化·月華(伍)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13494	彩·激流·大化·月華(陸)	atMagicAttackPowerBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13495	彩·日炎·烈陽·浴火(壹)	atSolarOvercomeBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13496	彩·日炎·烈陽·浴火(貳)	atSolarOvercomeBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13497	彩·日炎·烈陽·浴火(三)	atSolarOvercomeBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13498	彩·日炎·烈陽·浴火(肆)	atSolarOvercomeBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13499	彩·日炎·烈陽·浴火(伍)	atSolarOvercomeBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13500	彩·日炎·烈陽·浴火(陸)	atSolarOvercomeBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13501	彩·日炎·浴火·烈陽(壹)	atSolarOvercomeBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13502	彩·日炎·浴火·烈陽(貳)	atSolarOvercomeBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13503	彩·日炎·浴火·烈陽(三)	atSolarOvercomeBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13504	彩·日炎·浴火·烈陽(肆)	atSolarOvercomeBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13505	彩·日炎·浴火·烈陽(伍)	atSolarOvercomeBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13506	彩·日炎·浴火·烈陽(陸)	atSolarOvercomeBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13507	彩·日炎·大化·烈陽(壹)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13508	彩·日炎·大化·烈陽(貳)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13509	彩·日炎·大化·烈陽(三)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13510	彩·日炎·大化·烈陽(肆)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13511	彩·日炎·大化·烈陽(伍)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13512	彩·日炎·大化·烈陽(陸)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13513	彩·日炎·大化·浴火(壹)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13514	彩·日炎·大化·浴火(貳)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13515	彩·日炎·大化·浴火(三)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13516	彩·日炎·大化·浴火(肆)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13517	彩·日炎·大化·浴火(伍)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13518	彩·日炎·大化·浴火(陸)	atSolarOvercomeBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13519	彩·混沌·雷鳴·霹靂(壹)	atNeutralOvercomeBase	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
13520	彩·混沌·雷鳴·霹靂(貳)	atNeutralOvercomeBase	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
13521	彩·混沌·雷鳴·霹靂(三)	atNeutralOvercomeBase	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
13522	彩·混沌·雷鳴·霹靂(肆)	atNeutralOvercomeBase	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
13523	彩·混沌·雷鳴·霹靂(伍)	atNeutralOvercomeBase	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
13524	彩·混沌·雷鳴·霹靂(陸)	atNeutralOvercomeBase	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase
13525	彩·混沌·霹靂·雷鳴(壹)	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
13526	彩·混沌·霹靂·雷鳴(貳)	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
13527	彩·混沌·霹靂·雷鳴(三)	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
13528	彩·混沌·霹靂·雷鳴(肆)	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
13529	彩·混沌·霹靂·雷鳴(伍)	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
13530	彩·混沌·霹靂·雷鳴(陸)	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase	atNeutralAttackPowerBase
13531	彩·混沌·大化·雷鳴(壹)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13532	彩·混沌·大化·雷鳴(貳)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13533	彩·混沌·大化·雷鳴(三)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13534	彩·混沌·大化·雷鳴(肆)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13535	彩·混沌·大化·雷鳴(伍)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13536	彩·混沌·大化·雷鳴(陸)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralAttackPowerBase
13537	彩·混沌·大化·霹靂(壹)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13538	彩·混沌·大化·霹靂(貳)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13539	彩·混沌·大化·霹靂(三)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13540	彩·混沌·大化·霹靂(肆)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13541	彩·混沌·大化·霹靂(伍)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13542	彩·混沌·大化·霹靂(陸)	atNeutralOvercomeBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13543	彩·凍髓·霜冷·杯雪(壹)	atLunarOvercomeBase	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
13544	彩·凍髓·霜冷·杯雪(貳)	atLunarOvercomeBase	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
13545	彩·凍髓·霜冷·杯雪(三)	atLunarOvercomeBase	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
13546	彩·凍髓·霜冷·杯雪(肆)	atLunarOvercomeBase	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
13547	彩·凍髓·霜冷·杯雪(伍)	atLunarOvercomeBase	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
13548	彩·凍髓·霜冷·杯雪(陸)	atLunarOvercomeBase	atLunarAttackPowerBase	atLunarCriticalDamagePowerBase
13549	彩·凍髓·杯雪·霜冷(壹)	atLunarOvercomeBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
13550	彩·凍髓·杯雪·霜冷(貳)	atLunarOvercomeBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
13551	彩·凍髓·杯雪·霜冷(三)	atLunarOvercomeBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
13552	彩·凍髓·杯雪·霜冷(肆)	atLunarOvercomeBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
13553	彩·凍髓·杯雪·霜冷(伍)	atLunarOvercomeBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
13554	彩·凍髓·杯雪·霜冷(陸)	atLunarOvercomeBase	atLunarCriticalDamagePowerBase	atLunarAttackPowerBase
13555	彩·凍髓·大化·霜冷(壹)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13556	彩·凍髓·大化·霜冷(貳)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13557	彩·凍髓·大化·霜冷(三)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13558	彩·凍髓·大化·霜冷(肆)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13559	彩·凍髓·大化·霜冷(伍)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13560	彩·凍髓·大化·霜冷(陸)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarAttackPowerBase
13561	彩·凍髓·大化·杯雪(壹)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13562	彩·凍髓·大化·杯雪(貳)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13563	彩·凍髓·大化·杯雪(三)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13564	彩·凍髓·大化·杯雪(肆)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13565	彩·凍髓·大化·杯雪(伍)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13566	彩·凍髓·大化·杯雪(陸)	atLunarOvercomeBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13567	彩·腐心·鶴頂·穿石(壹)	atPoisonOvercomeBase	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
13568	彩·腐心·鶴頂·穿石(貳)	atPoisonOvercomeBase	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
13569	彩·腐心·鶴頂·穿石(三)	atPoisonOvercomeBase	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
13570	彩·腐心·鶴頂·穿石(肆)	atPoisonOvercomeBase	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
13571	彩·腐心·鶴頂·穿石(伍)	atPoisonOvercomeBase	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
13572	彩·腐心·鶴頂·穿石(陸)	atPoisonOvercomeBase	atPoisonAttackPowerBase	atPoisonCriticalDamagePowerBase
13573	彩·腐心·穿石·鶴頂(壹)	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
13574	彩·腐心·穿石·鶴頂(貳)	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
13575	彩·腐心·穿石·鶴頂(三)	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
13576	彩·腐心·穿石·鶴頂(肆)	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
13577	彩·腐心·穿石·鶴頂(伍)	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
13578	彩·腐心·穿石·鶴頂(陸)	atPoisonOvercomeBase	atPoisonCriticalDamagePowerBase	atPoisonAttackPowerBase
13579	彩·腐心·大化·鶴頂(壹)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
13580	彩·腐心·大化·鶴頂(貳)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
13581	彩·腐心·大化·鶴頂(三)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
13582	彩·腐心·大化·鶴頂(肆)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
13583	彩·腐心·大化·鶴頂(伍)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
13584	彩·腐心·大化·鶴頂(陸)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonAttackPowerBase
13585	彩·腐心·大化·穿石(壹)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13586	彩·腐心·大化·穿石(貳)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13587	彩·腐心·大化·穿石(三)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13588	彩·腐心·大化·穿石(肆)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13589	彩·腐心·大化·穿石(伍)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13590	彩·腐心·大化·穿石(陸)	atPoisonOvercomeBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13591	彩·滅氣·激流·月華(壹)	atMagicOvercome	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
13592	彩·滅氣·激流·月華(貳)	atMagicOvercome	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
13593	彩·滅氣·激流·月華(三)	atMagicOvercome	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
13594	彩·滅氣·激流·月華(肆)	atMagicOvercome	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
13595	彩·滅氣·激流·月華(伍)	atMagicOvercome	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
13596	彩·滅氣·激流·月華(陸)	atMagicOvercome	atMagicAttackPowerBase	atMagicCriticalDamagePowerBase
13597	彩·滅氣·月華·激流(壹)	atMagicOvercome	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
13598	彩·滅氣·月華·激流(貳)	atMagicOvercome	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
13599	彩·滅氣·月華·激流(三)	atMagicOvercome	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
13600	彩·滅氣·月華·激流(肆)	atMagicOvercome	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
13601	彩·滅氣·月華·激流(伍)	atMagicOvercome	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
13602	彩·滅氣·月華·激流(陸)	atMagicOvercome	atMagicCriticalDamagePowerBase	atMagicAttackPowerBase
13603	彩·滅氣·大化·激流(壹)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicAttackPowerBase
13604	彩·滅氣·大化·激流(貳)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicAttackPowerBase
13605	彩·滅氣·大化·激流(三)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicAttackPowerBase
13606	彩·滅氣·大化·激流(肆)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicAttackPowerBase
13607	彩·滅氣·大化·激流(伍)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicAttackPowerBase
13608	彩·滅氣·大化·激流(陸)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicAttackPowerBase
13609	彩·滅氣·大化·月華(壹)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13610	彩·滅氣·大化·月華(貳)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13611	彩·滅氣·大化·月華(三)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13612	彩·滅氣·大化·月華(肆)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13613	彩·滅氣·大化·月華(伍)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13614	彩·滅氣·大化·月華(陸)	atMagicOvercome	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13615	彩·燎原·烈陽·日炎(壹)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarOvercomeBase
13616	彩·燎原·烈陽·日炎(貳)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarOvercomeBase
13617	彩·燎原·烈陽·日炎(三)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarOvercomeBase
13618	彩·燎原·烈陽·日炎(肆)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarOvercomeBase
13619	彩·燎原·烈陽·日炎(伍)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarOvercomeBase
13620	彩·燎原·烈陽·日炎(陸)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarOvercomeBase
13621	彩·燎原·烈陽·浴火(壹)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13622	彩·燎原·烈陽·浴火(貳)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13623	彩·燎原·烈陽·浴火(三)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13624	彩·燎原·烈陽·浴火(肆)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13625	彩·燎原·烈陽·浴火(伍)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13626	彩·燎原·烈陽·浴火(陸)	atSolarCriticalStrike	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13627	彩·燎原·日炎·烈陽(壹)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarAttackPowerBase
13628	彩·燎原·日炎·烈陽(貳)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarAttackPowerBase
13629	彩·燎原·日炎·烈陽(三)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarAttackPowerBase
13630	彩·燎原·日炎·烈陽(肆)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarAttackPowerBase
13631	彩·燎原·日炎·烈陽(伍)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarAttackPowerBase
13632	彩·燎原·日炎·烈陽(陸)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarAttackPowerBase
13633	彩·燎原·日炎·浴火(壹)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13634	彩·燎原·日炎·浴火(貳)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13635	彩·燎原·日炎·浴火(三)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13636	彩·燎原·日炎·浴火(肆)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13637	彩·燎原·日炎·浴火(伍)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13638	彩·燎原·日炎·浴火(陸)	atSolarCriticalStrike	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13639	彩·燎原·浴火·烈陽(壹)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13640	彩·燎原·浴火·烈陽(貳)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13641	彩·燎原·浴火·烈陽(三)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13642	彩·燎原·浴火·烈陽(肆)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13643	彩·燎原·浴火·烈陽(伍)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13644	彩·燎原·浴火·烈陽(陸)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13645	彩·燎原·浴火·日炎(壹)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13646	彩·燎原·浴火·日炎(貳)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13647	彩·燎原·浴火·日炎(三)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13648	彩·燎原·浴火·日炎(肆)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13649	彩·燎原·浴火·日炎(伍)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13650	彩·燎原·浴火·日炎(陸)	atSolarCriticalStrike	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13651	彩·燎原·大化·烈陽(壹)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13652	彩·燎原·大化·烈陽(貳)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13653	彩·燎原·大化·烈陽(三)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13654	彩·燎原·大化·烈陽(肆)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13655	彩·燎原·大化·烈陽(伍)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13656	彩·燎原·大化·烈陽(陸)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13657	彩·燎原·大化·日炎(壹)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarOvercomeBase
13658	彩·燎原·大化·日炎(貳)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarOvercomeBase
13659	彩·燎原·大化·日炎(三)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarOvercomeBase
13660	彩·燎原·大化·日炎(肆)	atSolarCriticalStrike	atDecriticalDamagePowerBase	atSolarOvercomeBase
